country,year,sex,value,quality_obs_status_label,quality_note_indicator_label,quality_note_source_label,source_label,indicator_label
Norway,2024,Female,32.23,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Norway,2023,Male,36.18,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Norway,2023,Female,31.96,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Norway,2022,Male,36.39,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Norway,2022,Female,31.82,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Norway,2021,Male,35.96,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Norway,2021,Female,31.55,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Norway,2020,Male,35.5,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Norway,2020,Female,31.62,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Norway,2019,Male,35.62,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Norway,2019,Female,31.41,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Norway,2018,Male,35.69,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Norway,2018,Female,31.4,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Norway,2017,Male,35.76,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Norway,2017,Female,31.62,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Norway,2016,Male,35.75,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Norway,2016,Female,31.56,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Norway,2015,Male,35.74,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Norway,2015,Female,31.26,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Nepal,2017,Male,49.1,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Nepal,2017,Female,42.27,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
New Zealand,2015,Male,41.0,,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,"Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts",LFS - Household Labour Force Survey,Mean weekly hours usually worked per employee by sex
New Zealand,2015,Female,33.0,,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,"Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts",LFS - Household Labour Force Survey,Mean weekly hours usually worked per employee by sex
Peru,2015,Male,48.6,,Working time concept: Hours actually worked,,HS - National Household Survey,Mean weekly hours usually worked per employee by sex
Peru,2015,Female,43.0,,Working time concept: Hours actually worked,,HS - National Household Survey,Mean weekly hours usually worked per employee by sex
Poland,2025,Male,40.07,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Poland,2025,Female,38.51,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Poland,2024,Male,40.14,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Poland,2024,Female,38.54,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Poland,2023,Male,40.1,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Poland,2023,Female,38.57,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Poland,2022,Male,40.15,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Poland,2022,Female,38.73,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Poland,2021,Male,40.34,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Poland,2021,Female,38.68,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Poland,2020,Male,40.52,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Poland,2020,Female,38.41,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Poland,2019,Male,40.73,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Poland,2019,Female,38.43,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Poland,2018,Male,40.88,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Poland,2018,Female,38.46,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Poland,2017,Male,40.96,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Poland,2017,Female,38.39,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Poland,2016,Male,41.09,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Poland,2016,Female,38.51,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Poland,2015,Male,41.2,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Poland,2015,Female,38.43,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Puerto Rico,2020,Male,37.15,,,Repository: ILO-STATISTICS - Micro data processing,PC - Population Census,Mean weekly hours usually worked per employee by sex
Puerto Rico,2020,Female,34.91,,,Repository: ILO-STATISTICS - Micro data processing,PC - Population Census,Mean weekly hours usually worked per employee by sex
Puerto Rico,2015,Male,37.18,,,Repository: ILO-STATISTICS - Micro data processing,PC - Population Census,Mean weekly hours usually worked per employee by sex
Puerto Rico,2015,Female,35.13,,,Repository: ILO-STATISTICS - Micro data processing,PC - Population Census,Mean weekly hours usually worked per employee by sex
Portugal,2025,Male,40.49,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment Survey,Mean weekly hours usually worked per employee by sex
Portugal,2025,Female,37.88,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment Survey,Mean weekly hours usually worked per employee by sex
Portugal,2024,Male,40.56,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Portugal,2024,Female,37.88,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Portugal,2023,Male,40.59,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Portugal,2023,Female,38.03,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Portugal,2022,Male,41.01,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Portugal,2022,Female,38.28,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Portugal,2021,Male,40.91,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Portugal,2021,Female,38.18,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Portugal,2020,Male,40.57,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Portugal,2020,Female,37.76,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Portugal,2019,Male,40.94,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Portugal,2019,Female,37.79,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Portugal,2018,Male,40.9,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Portugal,2018,Female,37.9,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Portugal,2017,Male,40.93,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Portugal,2017,Female,37.81,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Portugal,2016,Male,40.92,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Portugal,2016,Female,37.89,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Portugal,2015,Male,41.2,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Portugal,2015,Female,38.07,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Paraguay,2025,Male,47.81,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous Permanent Household Survey,Mean weekly hours usually worked per employee by sex
Paraguay,2025,Female,39.73,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous Permanent Household Survey,Mean weekly hours usually worked per employee by sex
Paraguay,2024,Male,48.17,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous Permanent Household Survey,Mean weekly hours usually worked per employee by sex
Paraguay,2024,Female,39.51,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous Permanent Household Survey,Mean weekly hours usually worked per employee by sex
Paraguay,2023,Male,48.23,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous Permanent Household Survey,Mean weekly hours usually worked per employee by sex
Paraguay,2023,Female,39.65,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous Permanent Household Survey,Mean weekly hours usually worked per employee by sex
Paraguay,2022,Male,47.9,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous Permanent Household Survey,Mean weekly hours usually worked per employee by sex
Paraguay,2022,Female,39.49,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous Permanent Household Survey,Mean weekly hours usually worked per employee by sex
Paraguay,2021,Male,47.32,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous Permanent Household Survey,Mean weekly hours usually worked per employee by sex
Paraguay,2021,Female,39.07,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous Permanent Household Survey,Mean weekly hours usually worked per employee by sex
Paraguay,2020,Male,47.98,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous Permanent Household Survey,Mean weekly hours usually worked per employee by sex
Paraguay,2020,Female,39.92,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous Permanent Household Survey,Mean weekly hours usually worked per employee by sex
Paraguay,2019,Male,48.27,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous Permanent Household Survey,Mean weekly hours usually worked per employee by sex
Paraguay,2019,Female,39.52,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous Permanent Household Survey,Mean weekly hours usually worked per employee by sex
Paraguay,2018,Male,48.55,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous Permanent Household Survey,Mean weekly hours usually worked per employee by sex
Paraguay,2018,Female,40.33,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous Permanent Household Survey,Mean weekly hours usually worked per employee by sex
Paraguay,2017,Male,49.22,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous Permanent Household Survey,Mean weekly hours usually worked per employee by sex
Paraguay,2017,Female,40.91,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous Permanent Household Survey,Mean weekly hours usually worked per employee by sex
Paraguay,2016,Male,50.01,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continous Household Survey,Mean weekly hours usually worked per employee by sex
Paraguay,2016,Female,41.75,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continous Household Survey,Mean weekly hours usually worked per employee by sex
Paraguay,2015,Male,49.41,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continous Household Survey,Mean weekly hours usually worked per employee by sex
Paraguay,2015,Female,41.4,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continous Household Survey,Mean weekly hours usually worked per employee by sex
Palestine (State of),2015,Male,44.2,,Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers,,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Palestine (State of),2015,Female,36.7,,Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers,,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Qatar,2015,Male,49.0,,Working time arrangement coverage: Full-time and part time workers,Data reference period: September,LFS - Labor Force Sample Survey,Mean weekly hours usually worked per employee by sex
Qatar,2015,Female,51.0,,Working time arrangement coverage: Full-time and part time workers,Data reference period: September,LFS - Labor Force Sample Survey,Mean weekly hours usually worked per employee by sex
Romania,2024,Male,40.33,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Household Labour Force Survey,Mean weekly hours usually worked per employee by sex
Romania,2024,Female,40.06,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Household Labour Force Survey,Mean weekly hours usually worked per employee by sex
Romania,2023,Male,40.44,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Household Labour Force Survey,Mean weekly hours usually worked per employee by sex
Romania,2023,Female,40.12,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Household Labour Force Survey,Mean weekly hours usually worked per employee by sex
Romania,2022,Male,40.5,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Household Labour Force Survey,Mean weekly hours usually worked per employee by sex
Romania,2022,Female,40.1,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Household Labour Force Survey,Mean weekly hours usually worked per employee by sex
Romania,2021,Male,40.61,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Household Labour Force Survey,Mean weekly hours usually worked per employee by sex
Romania,2021,Female,40.11,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Household Labour Force Survey,Mean weekly hours usually worked per employee by sex
Romania,2020,Male,40.59,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Household Labour Force Survey,Mean weekly hours usually worked per employee by sex
Romania,2020,Female,40.23,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Household Labour Force Survey,Mean weekly hours usually worked per employee by sex
Romania,2019,Male,40.66,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Household Labour Force Survey,Mean weekly hours usually worked per employee by sex
Romania,2019,Female,40.31,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Household Labour Force Survey,Mean weekly hours usually worked per employee by sex
Romania,2018,Male,40.54,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Household Labour Force Survey,Mean weekly hours usually worked per employee by sex
Romania,2018,Female,40.25,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Household Labour Force Survey,Mean weekly hours usually worked per employee by sex
Romania,2017,Male,40.66,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Household Labour Force Survey,Mean weekly hours usually worked per employee by sex
Romania,2017,Female,40.29,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Household Labour Force Survey,Mean weekly hours usually worked per employee by sex
Romania,2016,Male,40.79,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Household Labour Force Survey,Mean weekly hours usually worked per employee by sex
Romania,2016,Female,40.35,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Household Labour Force Survey,Mean weekly hours usually worked per employee by sex
Romania,2015,Male,40.78,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Household Labour Force Survey,Mean weekly hours usually worked per employee by sex
Romania,2015,Female,40.36,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Household Labour Force Survey,Mean weekly hours usually worked per employee by sex
Russian Federation,2025,Male,39.76,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Russian Federation,2025,Female,38.83,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Russian Federation,2024,Male,39.78,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Russian Federation,2024,Female,38.9,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Russian Federation,2023,Male,39.8,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Russian Federation,2023,Female,38.9,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Russian Federation,2022,Male,39.81,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Russian Federation,2022,Female,38.89,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Russian Federation,2021,Male,39.8,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Russian Federation,2021,Female,38.8,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Russian Federation,2020,Male,39.76,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Russian Federation,2020,Female,38.76,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Russian Federation,2019,Male,39.77,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Russian Federation,2019,Female,38.76,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Russian Federation,2018,Male,39.79,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Russian Federation,2018,Female,38.75,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Russian Federation,2017,Male,39.81,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Russian Federation,2017,Female,38.76,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Russian Federation,2016,Male,39.82,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Russian Federation,2016,Female,38.78,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Russian Federation,2015,Male,39.82,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Russian Federation,2015,Female,38.76,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Rwanda,2024,Male,37.71,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Rwanda,2024,Female,32.54,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Rwanda,2023,Male,37.72,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Rwanda,2023,Female,32.93,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Rwanda,2022,Male,36.93,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Rwanda,2022,Female,32.83,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Rwanda,2021,Male,37.48,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Rwanda,2021,Female,32.68,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Rwanda,2020,Male,39.57,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Rwanda,2020,Female,34.22,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Rwanda,2019,Male,41.55,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Rwanda,2019,Female,35.66,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Rwanda,2018,Male,41.33,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Rwanda,2018,Female,35.62,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Rwanda,2017,Male,41.05,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Rwanda,2017,Female,35.7,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saudi Arabia,2024,Male,46.43,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saudi Arabia,2024,Female,43.41,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saudi Arabia,2023,Male,46.5,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saudi Arabia,2023,Female,43.73,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saudi Arabia,2022,Male,45.62,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saudi Arabia,2022,Female,43.45,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saudi Arabia,2021,Male,45.07,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saudi Arabia,2021,Female,43.25,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saudi Arabia,2020,Male,43.86,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saudi Arabia,2020,Female,41.73,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saudi Arabia,2019,Male,43.68,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saudi Arabia,2019,Female,41.55,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saudi Arabia,2018,Male,43.97,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saudi Arabia,2018,Female,41.64,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Sudan,2022,Male,49.08,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Labor Market Panel Survey,Mean weekly hours usually worked per employee by sex
Sudan,2022,Female,41.45,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Labor Market Panel Survey,Mean weekly hours usually worked per employee by sex
Senegal,2022,Male,46.83,,,Repository: ILO-STATISTICS - Micro data processing,HIES - Harmonized Survey on Household Living Conditions,Mean weekly hours usually worked per employee by sex
Senegal,2022,Female,39.98,,,Repository: ILO-STATISTICS - Micro data processing,HIES - Harmonized Survey on Household Living Conditions,Mean weekly hours usually worked per employee by sex
Senegal,2019,Male,48.18,,,Repository: ILO-STATISTICS - Micro data processing,HIES - Harmonized Survey on Household Living Conditions,Mean weekly hours usually worked per employee by sex
Senegal,2019,Female,41.56,,,Repository: ILO-STATISTICS - Micro data processing,HIES - Harmonized Survey on Household Living Conditions,Mean weekly hours usually worked per employee by sex
Singapore,2015,Male,46.1,,Working time arrangement coverage: Full-time and part time workers,"Data reference period: June | Population coverage: Nationals, residents",LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Singapore,2015,Female,42.0,,Working time arrangement coverage: Full-time and part time workers,"Data reference period: June | Population coverage: Nationals, residents",LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Somalia,2022,Male,48.86,,,Repository: ILO-STATISTICS - Micro data processing,HIES - Integrated Household Budget Survey,Mean weekly hours usually worked per employee by sex
Somalia,2022,Female,40.16,,,Repository: ILO-STATISTICS - Micro data processing,HIES - Integrated Household Budget Survey,Mean weekly hours usually worked per employee by sex
Somalia,2019,Male,32.96,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Somalia,2019,Female,29.76,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Serbia,2025,Male,41.41,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Serbia,2025,Female,40.51,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Serbia,2024,Male,41.99,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Serbia,2024,Female,40.91,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
